,HitRate_3P,HitRate_3R,HitRate_3F,HitRate_0.5P,HitRate_0.5R,HitRate_0.5F,HitRate_t3P,HitRate_t3R,HitRate_t3F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t0.5F,HitRate_w3F,HitRate_w0.5F,HitRate_wt3F,HitRate_wt0.5F,D,DevR2E,DevE2R,DevtR2E,DevtE2R,track_id,ds_name
0,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.2,0.23076923076923078,0.21428571428571427,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.15384615384615385,0.18181818181818182,0.16666666666666669,0.758800817624347,0.20694567753391283,0.7201983186031473,0.16004407080069938,0.5266215085276709,1.2604100000000003,1.2604100000000003,1.2604100000000003,1.3313400000000009,04-la-bebe,04-la-bebe.jams
