,HitRate_3P,HitRate_3R,HitRate_3F,HitRate_0.5P,HitRate_0.5R,HitRate_0.5F,HitRate_t3P,HitRate_t3R,HitRate_t3F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t0.5F,HitRate_w3F,HitRate_w0.5F,HitRate_wt3F,HitRate_wt0.5F,D,DevR2E,DevE2R,DevtR2E,DevtE2R,PWP,PWR,PWF,So,Su,Sf,track_id,ds_name
0,0.42857142857142855,0.25,0.3157894736842105,0.14285714285714285,0.08333333333333333,0.10526315789473685,0.2,0.1,0.13333333333333333,0.0,0.0,0.0,0.36325746593215424,0.12108582197738475,0.15978000956480157,0.0,0.5502800083248099,13.417594999999999,1.161,18.04204,5.839,0.26770374202623626,0.5746184972147121,0.3652462555909511,0.6873145733364655,0.39548397205848496,0.5020728900548002,03-flowers,03-flowers.jams
