,HitRate_3P,HitRate_3R,HitRate_3F,HitRate_0.5P,HitRate_0.5R,HitRate_0.5F,HitRate_t3P,HitRate_t3R,HitRate_t3F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t0.5F,HitRate_w3F,HitRate_w0.5F,HitRate_wt3F,HitRate_wt0.5F,D,DevR2E,DevE2R,DevtR2E,DevtE2R,PWP,PWR,PWF,So,Su,Sf,track_id,ds_name
0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7272727272727273,0.27272727272727276,0.6666666666666667,0.2222222222222222,0.5660273828745789,1.3183700000000016,1.3183700000000016,1.8569600000000008,1.8569600000000008,0.38611434157774993,0.6174008652628057,0.47510456633938725,0.7251149941790465,0.5437938216361256,0.621499431473279,01-cupid,01-cupid.jams
