,HitRate_3P,HitRate_3R,HitRate_3F,HitRate_0.5P,HitRate_0.5R,HitRate_0.5F,HitRate_t3P,HitRate_t3R,HitRate_t3F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t0.5F,HitRate_w3F,HitRate_w0.5F,HitRate_wt3F,HitRate_wt0.5F,D,DevR2E,DevE2R,DevtR2E,DevtE2R,PWP,PWR,PWF,So,Su,Sf,track_id,ds_name
0,0.3333333333333333,0.375,0.35294117647058826,0.2222222222222222,0.25,0.23529411764705882,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.34292459285616533,0.22861639523744354,0.29637186197108134,0.14818593098554067,0.6236613424117626,8.905715,8.903400000000005,10.0,14.201,0.4044064940014756,0.6140593060606865,0.48765421687763005,0.6956762070754023,0.5013656321394749,0.5827501260165086,02-ella-baila-sola,02-ella-baila-sola.jams
